sentence_number,start,end,text,words,speaker
137,433.863,442.747,They have rear hub motors that put out max 750 watts of power and 85 nanometers of torque?,"[{'word': 'They', 'start': 433.863, 'end': 433.983, 'score': 0.976, 'speaker': 'SPEAKER_00'}, {'word': 'have', 'start': 434.023, 'end': 434.183, 'score': 0.787, 'speaker': 'SPEAKER_00'}, {'word': 'rear', 'start': 434.263, 'end': 434.523, 'score': 0.767, 'speaker': 'SPEAKER_00'}, {'word': 'hub', 'start': 434.623, 'end': 434.883, 'score': 0.978, 'speaker': 'SPEAKER_00'}, {'word': 'motors', 'start': 435.023, 'end': 435.363, 'score': 0.865, 'speaker': 'SPEAKER_00'}, {'word': 'that', 'start': 435.403, 'end': 435.543, 'score': 0.876, 'speaker': 'SPEAKER_00'}, {'word': 'put', 'start': 435.643, 'end': 435.803, 'score': 0.944, 'speaker': 'SPEAKER_00'}, {'word': 'out', 'start': 435.863, 'end': 435.984, 'score': 0.885, 'speaker': 'SPEAKER_00'}, {'word': 'max', 'start': 436.144, 'end': 437.104, 'score': 0.777, 'speaker': 'SPEAKER_00'}, {'word': '750'}, {'word': 'watts', 'start': 437.504, 'end': 437.724, 'score': 0.712, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 437.744, 'end': 437.804, 'score': 0.78, 'speaker': 'SPEAKER_00'}, {'word': 'power', 'start': 437.864, 'end': 438.225, 'score': 0.857, 'speaker': 'SPEAKER_00'}, {'word': 'and', 'start': 438.765, 'end': 439.925, 'score': 0.717, 'speaker': 'SPEAKER_00'}, {'word': '85'}, {'word': 'nanometers', 'start': 441.026, 'end': 442.107, 'score': 0.778, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 442.347, 'end': 442.427, 'score': 0.984, 'speaker': 'SPEAKER_00'}, {'word': 'torque?', 'start': 442.487, 'end': 442.747, 'score': 0.524, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
138,442.827,443.567,I don't even know what that is.,"[{'word': 'I', 'start': 442.827, 'end': 442.867, 'score': 0.681, 'speaker': 'SPEAKER_00'}, {'word': ""don't"", 'start': 442.887, 'end': 442.987, 'score': 0.665, 'speaker': 'SPEAKER_00'}, {'word': 'even', 'start': 443.007, 'end': 443.107, 'score': 0.654, 'speaker': 'SPEAKER_00'}, {'word': 'know', 'start': 443.127, 'end': 443.207, 'score': 0.542, 'speaker': 'SPEAKER_00'}, {'word': 'what', 'start': 443.227, 'end': 443.307, 'score': 0.008, 'speaker': 'SPEAKER_00'}, {'word': 'that', 'start': 443.327, 'end': 443.427, 'score': 0.671, 'speaker': 'SPEAKER_00'}, {'word': 'is.', 'start': 443.487, 'end': 443.567, 'score': 0.77, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
139,443.747,444.408,New meters.,"[{'word': 'New', 'start': 443.747, 'end': 443.927, 'score': 0.683, 'speaker': 'SPEAKER_00'}, {'word': 'meters.', 'start': 443.967, 'end': 444.408, 'score': 0.604, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
140,444.508,445.268,"New meters, thank you.","[{'word': 'New', 'start': 444.508, 'end': 444.668, 'score': 0.6, 'speaker': 'SPEAKER_00'}, {'word': 'meters,', 'start': 444.708, 'end': 444.928, 'score': 0.861, 'speaker': 'SPEAKER_00'}, {'word': 'thank', 'start': 444.948, 'end': 445.108, 'score': 0.791, 'speaker': 'SPEAKER_00'}, {'word': 'you.', 'start': 445.148, 'end': 445.268, 'score': 0.884, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
141,445.368,450.891,The Bronco will be rugged for all terrain use and has a dual suspension system that they're calling GOAT.,"[{'word': 'The', 'start': 445.368, 'end': 445.448, 'score': 0.957, 'speaker': 'SPEAKER_00'}, {'word': 'Bronco', 'start': 445.468, 'end': 445.788, 'score': 0.89, 'speaker': 'SPEAKER_00'}, {'word': 'will', 'start': 445.808, 'end': 445.968, 'score': 0.876, 'speaker': 'SPEAKER_00'}, {'word': 'be', 'start': 445.988, 'end': 446.088, 'score': 0.83, 'speaker': 'SPEAKER_00'}, {'word': 'rugged', 'start': 446.349, 'end': 446.649, 'score': 0.948, 'speaker': 'SPEAKER_00'}, {'word': 'for', 'start': 446.849, 'end': 447.109, 'score': 0.6, 'speaker': 'SPEAKER_00'}, {'word': 'all', 'start': 447.269, 'end': 447.389, 'score': 0.9, 'speaker': 'SPEAKER_00'}, {'word': 'terrain', 'start': 447.429, 'end': 447.809, 'score': 0.762, 'speaker': 'SPEAKER_00'}, {'word': 'use', 'start': 447.909, 'end': 448.049, 'score': 0.956, 'speaker': 'SPEAKER_00'}, {'word': 'and', 'start': 448.169, 'end': 448.25, 'score': 0.951, 'speaker': 'SPEAKER_00'}, {'word': 'has', 'start': 448.31, 'end': 448.45, 'score': 0.884, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 448.49, 'end': 448.53, 'score': 0.482, 'speaker': 'SPEAKER_00'}, {'word': 'dual', 'start': 448.57, 'end': 448.81, 'score': 0.686, 'speaker': 'SPEAKER_00'}, {'word': 'suspension', 'start': 448.85, 'end': 449.35, 'score': 0.868, 'speaker': 'SPEAKER_00'}, {'word': 'system', 'start': 449.41, 'end': 449.65, 'score': 0.812, 'speaker': 'SPEAKER_00'}, {'word': 'that', 'start': 449.67, 'end': 449.75, 'score': 0.99, 'speaker': 'SPEAKER_00'}, {'word': ""they're"", 'start': 449.77, 'end': 449.93, 'score': 0.832, 'speaker': 'SPEAKER_00'}, {'word': 'calling', 'start': 449.95, 'end': 450.271, 'score': 0.753, 'speaker': 'SPEAKER_00'}, {'word': 'GOAT.', 'start': 450.651, 'end': 450.891, 'score': 0.974, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
142,451.531,454.474,which stands for goes over any type of terrain.,"[{'word': 'which', 'start': 451.531, 'end': 451.691, 'score': 0.894, 'speaker': 'SPEAKER_00'}, {'word': 'stands', 'start': 451.751, 'end': 452.072, 'score': 0.856, 'speaker': 'SPEAKER_00'}, {'word': 'for', 'start': 452.132, 'end': 452.432, 'score': 0.788, 'speaker': 'SPEAKER_00'}, {'word': 'goes', 'start': 452.552, 'end': 452.872, 'score': 0.802, 'speaker': 'SPEAKER_00'}, {'word': 'over', 'start': 453.052, 'end': 453.253, 'score': 0.701, 'speaker': 'SPEAKER_00'}, {'word': 'any', 'start': 453.413, 'end': 453.553, 'score': 0.806, 'speaker': 'SPEAKER_00'}, {'word': 'type', 'start': 453.633, 'end': 453.873, 'score': 0.927, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 453.913, 'end': 453.973, 'score': 0.769, 'speaker': 'SPEAKER_00'}, {'word': 'terrain.', 'start': 454.053, 'end': 454.474, 'score': 0.814, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
143,454.954,456.735,Should it just be goes over any terrain?,"[{'word': 'Should', 'start': 454.954, 'end': 455.174, 'score': 0.329, 'speaker': 'SPEAKER_00'}, {'word': 'it', 'start': 455.194, 'end': 455.234, 'score': 0.004, 'speaker': 'SPEAKER_00'}, {'word': 'just', 'start': 455.254, 'end': 455.394, 'score': 0.12, 'speaker': 'SPEAKER_00'}, {'word': 'be', 'start': 455.434, 'end': 455.594, 'score': 0.57, 'speaker': 'SPEAKER_00'}, {'word': 'goes', 'start': 455.634, 'end': 455.875, 'score': 0.829, 'speaker': 'SPEAKER_00'}, {'word': 'over', 'start': 455.955, 'end': 456.095, 'score': 0.833, 'speaker': 'SPEAKER_01'}, {'word': 'any', 'start': 456.195, 'end': 456.335, 'score': 0.874, 'speaker': 'SPEAKER_01'}, {'word': 'terrain?', 'start': 456.375, 'end': 456.735, 'score': 0.809, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
144,457.276,460.518,"Yeah, I think that's just all terrain means, doesn't it?","[{'word': 'Yeah,', 'start': 457.276, 'end': 457.516, 'score': 0.609, 'speaker': 'SPEAKER_00'}, {'word': 'I', 'start': 457.556, 'end': 457.616, 'score': 0.666, 'speaker': 'SPEAKER_00'}, {'word': 'think', 'start': 457.636, 'end': 457.776, 'score': 0.908, 'speaker': 'SPEAKER_00'}, {'word': ""that's"", 'start': 457.796, 'end': 458.036, 'score': 0.567, 'speaker': 'SPEAKER_00'}, {'word': 'just', 'start': 458.056, 'end': 458.277, 'score': 0.134, 'speaker': 'SPEAKER_00'}, {'word': 'all', 'start': 458.397, 'end': 458.537, 'score': 0.775, 'speaker': 'SPEAKER_00'}, {'word': 'terrain', 'start': 459.337, 'end': 459.698, 'score': 0.86, 'speaker': 'SPEAKER_02'}, {'word': 'means,', 'start': 459.738, 'end': 459.998, 'score': 0.781, 'speaker': 'SPEAKER_02'}, {'word': ""doesn't"", 'start': 460.018, 'end': 460.318, 'score': 0.592, 'speaker': 'SPEAKER_02'}, {'word': 'it?', 'start': 460.378, 'end': 460.518, 'score': 0.588, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
145,461.639,461.959,Yeah.,"[{'word': 'Yeah.', 'start': 461.639, 'end': 461.959, 'score': 0.422, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
146,462.58,463.761,But then how will they get the goat?,"[{'word': 'But', 'start': 462.58, 'end': 462.66, 'score': 0.994, 'speaker': 'SPEAKER_00'}, {'word': 'then', 'start': 462.7, 'end': 462.82, 'score': 0.913, 'speaker': 'SPEAKER_00'}, {'word': 'how', 'start': 462.86, 'end': 462.94, 'score': 0.998, 'speaker': 'SPEAKER_00'}, {'word': 'will', 'start': 462.98, 'end': 463.1, 'score': 0.916, 'speaker': 'SPEAKER_00'}, {'word': 'they', 'start': 463.12, 'end': 463.22, 'score': 0.896, 'speaker': 'SPEAKER_00'}, {'word': 'get', 'start': 463.26, 'end': 463.381, 'score': 0.566, 'speaker': 'SPEAKER_00'}, {'word': 'the', 'start': 463.421, 'end': 463.521, 'score': 0.774, 'speaker': 'SPEAKER_00'}, {'word': 'goat?', 'start': 463.561, 'end': 463.761, 'score': 0.81, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
147,463.801,465.042,"Yeah, they need it to be called goat.","[{'word': 'Yeah,', 'start': 463.801, 'end': 463.941, 'score': 0.58, 'speaker': 'SPEAKER_00'}, {'word': 'they', 'start': 463.961, 'end': 464.061, 'score': 0.879, 'speaker': 'SPEAKER_00'}, {'word': 'need', 'start': 464.101, 'end': 464.221, 'score': 0.972, 'speaker': 'SPEAKER_00'}, {'word': 'it', 'start': 464.241, 'end': 464.321, 'score': 0.104, 'speaker': 'SPEAKER_00'}, {'word': 'to', 'start': 464.341, 'end': 464.381, 'score': 0.697, 'speaker': 'SPEAKER_00'}, {'word': 'be', 'start': 464.421, 'end': 464.521, 'score': 0.846, 'speaker': 'SPEAKER_00'}, {'word': 'called', 'start': 464.541, 'end': 464.742, 'score': 0.898, 'speaker': 'SPEAKER_00'}, {'word': 'goat.', 'start': 464.822, 'end': 465.042, 'score': 0.879, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
148,465.122,466.143,"Yeah, it's got to be called goat.","[{'word': 'Yeah,', 'start': 465.122, 'end': 465.342, 'score': 0.373, 'speaker': 'SPEAKER_00'}, {'word': ""it's"", 'start': 465.382, 'end': 465.482, 'score': 0.307, 'speaker': 'SPEAKER_00'}, {'word': 'got', 'start': 465.502, 'end': 465.582, 'score': 0.54, 'speaker': 'SPEAKER_00'}, {'word': 'to', 'start': 465.602, 'end': 465.642, 'score': 0.862, 'speaker': 'SPEAKER_00'}, {'word': 'be', 'start': 465.682, 'end': 465.742, 'score': 0.756, 'speaker': 'SPEAKER_00'}, {'word': 'called', 'start': 465.762, 'end': 465.943, 'score': 0.848, 'speaker': 'SPEAKER_00'}, {'word': 'goat.', 'start': 465.983, 'end': 466.143, 'score': 0.798, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
149,466.643,467.244,"This thing costs $4,500.","[{'word': 'This', 'start': 466.643, 'end': 466.783, 'score': 0.886, 'speaker': 'SPEAKER_00'}, {'word': 'thing', 'start': 466.803, 'end': 466.963, 'score': 0.658, 'speaker': 'SPEAKER_00'}, {'word': 'costs', 'start': 467.003, 'end': 467.244, 'score': 0.749, 'speaker': 'SPEAKER_00'}, {'word': '$4,500.'}]",SPEAKER_00
150,469.145,476.568,"And the Mustang e-bike will cost $4,000 and there will also be a 60th anniversary edition that will be sold exclusively at Ford dealers.","[{'word': 'And', 'start': 469.145, 'end': 469.245, 'score': 0.753, 'speaker': 'SPEAKER_00'}, {'word': 'the', 'start': 469.305, 'end': 469.365, 'score': 0.989, 'speaker': 'SPEAKER_00'}, {'word': 'Mustang', 'start': 469.405, 'end': 469.825, 'score': 0.873, 'speaker': 'SPEAKER_00'}, {'word': 'e-bike', 'start': 469.945, 'end': 470.265, 'score': 0.794, 'speaker': 'SPEAKER_00'}, {'word': 'will', 'start': 470.385, 'end': 470.546, 'score': 0.862, 'speaker': 'SPEAKER_00'}, {'word': 'cost', 'start': 470.566, 'end': 470.826, 'score': 0.745, 'speaker': 'SPEAKER_00'}, {'word': '$4,000'}, {'word': 'and', 'start': 471.466, 'end': 472.306, 'score': 0.532, 'speaker': 'SPEAKER_00'}, {'word': 'there', 'start': 472.346, 'end': 472.466, 'score': 0.9, 'speaker': 'SPEAKER_00'}, {'word': 'will', 'start': 472.486, 'end': 472.606, 'score': 1.0, 'speaker': 'SPEAKER_00'}, {'word': 'also', 'start': 472.626, 'end': 472.786, 'score': 0.933, 'speaker': 'SPEAKER_00'}, {'word': 'be', 'start': 472.826, 'end': 472.886, 'score': 0.754, 'speaker': 'SPEAKER_00'}, {'word': 'a', 'start': 472.926, 'end': 472.966, 'score': 0.498, 'speaker': 'SPEAKER_00'}, {'word': '60th', 'start': 473.327, 'end': 473.407, 'score': 0.828, 'speaker': 'SPEAKER_00'}, {'word': 'anniversary', 'start': 473.467, 'end': 473.927, 'score': 0.888, 'speaker': 'SPEAKER_00'}, {'word': 'edition', 'start': 473.947, 'end': 474.287, 'score': 0.921, 'speaker': 'SPEAKER_00'}, {'word': 'that', 'start': 474.327, 'end': 474.427, 'score': 1.0, 'speaker': 'SPEAKER_00'}, {'word': 'will', 'start': 474.447, 'end': 474.587, 'score': 0.764, 'speaker': 'SPEAKER_00'}, {'word': 'be', 'start': 474.607, 'end': 474.667, 'score': 0.771, 'speaker': 'SPEAKER_00'}, {'word': 'sold', 'start': 474.707, 'end': 474.907, 'score': 0.734, 'speaker': 'SPEAKER_00'}, {'word': 'exclusively', 'start': 474.987, 'end': 475.587, 'score': 0.755, 'speaker': 'SPEAKER_00'}, {'word': 'at', 'start': 475.667, 'end': 475.767, 'score': 0.752, 'speaker': 'SPEAKER_00'}, {'word': 'Ford', 'start': 475.827, 'end': 476.108, 'score': 0.496, 'speaker': 'SPEAKER_00'}, {'word': 'dealers.', 'start': 476.188, 'end': 476.568, 'score': 0.852, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
151,476.928,483.05,"But my question, e-bike versions of popular cars, good idea or bad idea?","[{'word': 'But', 'start': 476.928, 'end': 477.168, 'score': 0.836, 'speaker': 'SPEAKER_00'}, {'word': 'my', 'start': 477.448, 'end': 477.628, 'score': 0.874, 'speaker': 'SPEAKER_00'}, {'word': 'question,', 'start': 477.688, 'end': 478.108, 'score': 0.903, 'speaker': 'SPEAKER_00'}, {'word': 'e-bike', 'start': 479.029, 'end': 479.449, 'score': 0.887, 'speaker': 'SPEAKER_00'}, {'word': 'versions', 'start': 479.709, 'end': 480.209, 'score': 0.829, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 480.309, 'end': 480.389, 'score': 0.834, 'speaker': 'SPEAKER_00'}, {'word': 'popular', 'start': 480.509, 'end': 480.949, 'score': 0.952, 'speaker': 'SPEAKER_00'}, {'word': 'cars,', 'start': 481.009, 'end': 481.429, 'score': 0.716, 'speaker': 'SPEAKER_00'}, {'word': 'good', 'start': 481.77, 'end': 481.95, 'score': 0.889, 'speaker': 'SPEAKER_00'}, {'word': 'idea', 'start': 482.01, 'end': 482.35, 'score': 0.856, 'speaker': 'SPEAKER_00'}, {'word': 'or', 'start': 482.47, 'end': 482.55, 'score': 0.822, 'speaker': 'SPEAKER_00'}, {'word': 'bad', 'start': 482.61, 'end': 482.77, 'score': 0.996, 'speaker': 'SPEAKER_00'}, {'word': 'idea?', 'start': 482.83, 'end': 483.05, 'score': 0.929, 'speaker': 'SPEAKER_00'}]",SPEAKER_00
152,483.07,484.591,"Not for $4,500.","[{'word': 'Not', 'start': 483.07, 'end': 484.33, 'score': 0.577, 'speaker': 'SPEAKER_00'}, {'word': 'for', 'start': 484.41, 'end': 484.591, 'score': 0.562, 'speaker': 'SPEAKER_00'}, {'word': '$4,500.'}]",SPEAKER_00
153,484.631,486.771,E-bike versions of popular cars.,"[{'word': 'E-bike', 'start': 484.631, 'end': 485.011, 'score': 0.515, 'speaker': 'SPEAKER_01'}, {'word': 'versions', 'start': 485.311, 'end': 485.751, 'score': 0.548, 'speaker': 'SPEAKER_00'}, {'word': 'of', 'start': 485.791, 'end': 485.851, 'score': 0.104, 'speaker': 'SPEAKER_00'}, {'word': 'popular', 'start': 485.891, 'end': 486.371, 'score': 0.638, 'speaker': 'SPEAKER_01'}, {'word': 'cars.', 'start': 486.431, 'end': 486.771, 'score': 0.411, 'speaker': 'SPEAKER_01'}]",SPEAKER_00
154,491.041,496.848,"I'm definitely leaning towards bad idea here, or just not a good idea.","[{'word': ""I'm"", 'start': 491.041, 'end': 491.181, 'score': 0.853, 'speaker': 'SPEAKER_01'}, {'word': 'definitely', 'start': 491.261, 'end': 491.702, 'score': 0.641, 'speaker': 'SPEAKER_01'}, {'word': 'leaning', 'start': 491.742, 'end': 491.982, 'score': 0.754, 'speaker': 'SPEAKER_01'}, {'word': 'towards', 'start': 492.002, 'end': 492.343, 'score': 0.721, 'speaker': 'SPEAKER_01'}, {'word': 'bad', 'start': 492.563, 'end': 492.983, 'score': 0.802, 'speaker': 'SPEAKER_01'}, {'word': 'idea', 'start': 493.123, 'end': 493.564, 'score': 0.837, 'speaker': 'SPEAKER_01'}, {'word': 'here,', 'start': 493.584, 'end': 493.664, 'score': 0.0, 'speaker': 'SPEAKER_01'}, {'word': 'or', 'start': 494.024, 'end': 494.225, 'score': 0.471, 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': 495.306, 'end': 495.486, 'score': 0.73, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 495.646, 'end': 495.967, 'score': 0.771, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 496.127, 'end': 496.167, 'score': 0.518, 'speaker': 'SPEAKER_01'}, {'word': 'good', 'start': 496.207, 'end': 496.407, 'score': 0.951, 'speaker': 'SPEAKER_01'}, {'word': 'idea.', 'start': 496.507, 'end': 496.848, 'score': 0.905, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
155,496.868,503.295,"You know, like there's a difference.","[{'word': 'You', 'start': 496.868, 'end': 498.209, 'score': 0.576, 'speaker': 'SPEAKER_01'}, {'word': 'know,', 'start': 498.249, 'end': 498.97, 'score': 0.615, 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': 499.01, 'end': 499.25, 'score': 0.317, 'speaker': 'SPEAKER_01'}, {'word': ""there's"", 'start': 499.511, 'end': 501.353, 'score': 0.517, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 501.413, 'end': 501.513, 'score': 0.48, 'speaker': 'SPEAKER_01'}, {'word': 'difference.', 'start': 501.933, 'end': 503.295, 'score': 0.622, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
156,503.375,505.417,"There's nothing wrong with, right?","[{'word': ""There's"", 'start': 503.375, 'end': 503.555, 'score': 0.882, 'speaker': 'SPEAKER_01'}, {'word': 'nothing', 'start': 503.595, 'end': 503.835, 'score': 0.861, 'speaker': 'SPEAKER_01'}, {'word': 'wrong', 'start': 503.996, 'end': 504.336, 'score': 0.615, 'speaker': 'SPEAKER_02'}, {'word': 'with,', 'start': 504.556, 'end': 505.017, 'score': 0.516, 'speaker': 'SPEAKER_01'}, {'word': 'right?', 'start': 505.077, 'end': 505.417, 'score': 0.378, 'speaker': 'SPEAKER_01'}]",SPEAKER_02
157,505.697,506.719,There's no danger here.,"[{'word': ""There's"", 'start': 505.697, 'end': 505.858, 'score': 0.977, 'speaker': 'SPEAKER_01'}, {'word': 'no', 'start': 505.898, 'end': 505.998, 'score': 0.836, 'speaker': 'SPEAKER_01'}, {'word': 'danger', 'start': 506.078, 'end': 506.478, 'score': 0.754, 'speaker': 'SPEAKER_01'}, {'word': 'here.', 'start': 506.558, 'end': 506.719, 'score': 0.847, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
158,506.739,508.841,"It's just, that's not a good idea.","[{'word': ""It's"", 'start': 506.739, 'end': 506.819, 'score': 0.148, 'speaker': 'SPEAKER_01'}, {'word': 'just,', 'start': 506.839, 'end': 506.999, 'score': 0.616, 'speaker': 'SPEAKER_01'}, {'word': ""that's"", 'start': 507.019, 'end': 507.279, 'score': 0.855, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 507.5, 'end': 507.78, 'score': 0.87, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 507.8, 'end': 507.82, 'score': 0.0, 'speaker': 'SPEAKER_01'}, {'word': 'good', 'start': 508.08, 'end': 508.32, 'score': 0.869, 'speaker': 'SPEAKER_01'}, {'word': 'idea.', 'start': 508.421, 'end': 508.841, 'score': 0.882, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
159,508.861,510.383,That's a great point.,"[{'word': ""That's"", 'start': 508.861, 'end': 509.682, 'score': 0.451, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 509.762, 'end': 509.802, 'score': 0.624, 'speaker': 'SPEAKER_01'}, {'word': 'great', 'start': 509.842, 'end': 510.082, 'score': 0.729, 'speaker': 'SPEAKER_01'}, {'word': 'point.', 'start': 510.122, 'end': 510.383, 'score': 0.888, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
160,510.763,515.046,It's like something that's not a good idea is not necessarily a bad idea.,"[{'word': ""It's"", 'start': 510.763, 'end': 510.883, 'score': 0.934, 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': 510.923, 'end': 511.083, 'score': 0.943, 'speaker': 'SPEAKER_01'}, {'word': 'something', 'start': 511.584, 'end': 511.884, 'score': 0.741, 'speaker': 'SPEAKER_01'}, {'word': ""that's"", 'start': 511.904, 'end': 512.104, 'score': 0.548, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 512.244, 'end': 512.444, 'score': 0.957, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 512.464, 'end': 512.504, 'score': 0.798, 'speaker': 'SPEAKER_01'}, {'word': 'good', 'start': 512.564, 'end': 512.704, 'score': 0.983, 'speaker': 'SPEAKER_01'}, {'word': 'idea', 'start': 512.784, 'end': 513.065, 'score': 0.936, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 513.145, 'end': 513.225, 'score': 0.424, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 513.265, 'end': 513.445, 'score': 0.903, 'speaker': 'SPEAKER_01'}, {'word': 'necessarily', 'start': 513.485, 'end': 514.245, 'score': 0.927, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 514.285, 'end': 514.325, 'score': 0.418, 'speaker': 'SPEAKER_01'}, {'word': 'bad', 'start': 514.365, 'end': 514.605, 'score': 0.77, 'speaker': 'SPEAKER_01'}, {'word': 'idea.', 'start': 514.686, 'end': 515.046, 'score': 0.914, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
161,515.246,515.546,Yeah.,"[{'word': 'Yeah.', 'start': 515.246, 'end': 515.546, 'score': 0.747, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
162,516.126,516.447,Yeah.,"[{'word': 'Yeah.', 'start': 516.126, 'end': 516.447, 'score': 0.766, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
163,516.687,517.727,I did not see this coming.,"[{'word': 'I', 'start': 516.687, 'end': 516.767, 'score': 0.795, 'speaker': 'SPEAKER_01'}, {'word': 'did', 'start': 516.787, 'end': 516.927, 'score': 0.849, 'speaker': 'SPEAKER_01'}, {'word': 'not', 'start': 516.967, 'end': 517.087, 'score': 0.74, 'speaker': 'SPEAKER_01'}, {'word': 'see', 'start': 517.147, 'end': 517.267, 'score': 0.959, 'speaker': 'SPEAKER_01'}, {'word': 'this', 'start': 517.287, 'end': 517.447, 'score': 0.784, 'speaker': 'SPEAKER_01'}, {'word': 'coming.', 'start': 517.487, 'end': 517.727, 'score': 0.891, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
164,517.928,518.788,It looks cool.,"[{'word': 'It', 'start': 517.928, 'end': 518.088, 'score': 0.452, 'speaker': 'SPEAKER_01'}, {'word': 'looks', 'start': 518.108, 'end': 518.388, 'score': 0.223, 'speaker': 'SPEAKER_01'}, {'word': 'cool.', 'start': 518.408, 'end': 518.788, 'score': 0.396, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
165,518.808,521.11,The picture looks nice.,"[{'word': 'The', 'start': 518.808, 'end': 519.148, 'score': 0.504, 'speaker': 'SPEAKER_01'}, {'word': 'picture', 'start': 519.368, 'end': 520.369, 'score': 0.487, 'speaker': 'SPEAKER_02'}, {'word': 'looks', 'start': 520.409, 'end': 520.649, 'score': 0.855, 'speaker': 'SPEAKER_02'}, {'word': 'nice.', 'start': 520.729, 'end': 521.11, 'score': 0.891, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
